Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
The Roedel Route,The Wasteland > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/117922798/the-roedel-route,4,-1,Trad,5.11-,4,550,31.94542,-109.96929
Batty,Batline Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/119979820/batty,1,-1,Trad,5.3,1,40,31.95138,-109.96298
Bat Grandma,Batline Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/119979853/bat-grandma,0,-1,Trad,5.4,1,40,31.95138,-109.96298
Dikohe,Batline Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/105879364/dikohe,2.1,-1,Trad,5.8+,2,165,31.95138,-109.96298
Batline,Batline Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/105879369/batline,2,-1,Trad,5.9-,1,100,31.95138,-109.96298
Extreme right unknown,Batline Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106132338/extreme-right-unknown,1.5,-1,Trad,5.9 R,1,70,31.95138,-109.96298
Bat Girl,Batline Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106132351/bat-girl,1.8,-1,Trad,5.9,1,90,31.95138,-109.96298
Batarang,Batline Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/111761798/batarang,1,-1,"Trad, TR",5.9 R,1,50,31.95138,-109.96298
Batman,Batline Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/105962469/batman,1.9,-1,Trad,5.9,1,70,31.95138,-109.96298
Bat Masterson,Batline Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106086457/bat-masterson,2,-1,Trad,5.10- PG13,1,60,31.95138,-109.96298
Caped Crusader,Batline Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/119979879/caped-crusader,2,-1,Trad,5.10a/b,2,196,31.95138,-109.96298
Catwoman,Batline Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106132364/catwoman,2.2,-1,Trad,5.10+,1,75,31.95138,-109.96298
Batmobile,Batline Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106132355/batmobile,1,-1,Trad,5.11b,1,40,31.95138,-109.96298
Moonlight Prowler,Owl Rock > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106110698/moonlight-prowler,1.5,-1,Trad,5.5 PG13,1,120,31.95284,-109.96193
Give A Hoot,Owl Rock > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/119986438/give-a-hoot,1,-1,Trad,5.7+,1,60,31.95284,-109.96193
Woodsy the Owl,Owl Rock > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/111761788/woodsy-the-owl,1.5,-1,Trad,5.8 PG13,1,45,31.95284,-109.96193
Nightstalker,Owl Rock > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/105901907/nightstalker,3.2,-1,Trad,5.9,1,120,31.95284,-109.96193
Naked Prey,Owl Rock > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/116546718/naked-prey,2.8,-1,Sport,5.12a,1,50,31.95284,-109.96193
Old Folks Boogie,Waterfall Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/118767562/old-folks-boogie,1,-1,Trad,4th R,1,200,31.9291,-109.9741
No PPE,Waterfall Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/118822450/no-ppe,1,-1,Trad,5.0 R,1,200,31.9291,-109.9741
The Stain,Waterfall Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/114065433/the-stain,2.8,-1,Trad,5.2 R,2,300,31.9291,-109.9741
Waterfall Cracks,Waterfall Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/114065456/waterfall-cracks,2.8,-1,Trad,5.7,2,300,31.9291,-109.9741
Malex of Four Thoughts,Waterfall Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106047548/malex-of-four-thoughts,2,-1,Trad,5.9,3,260,31.9291,-109.9741
After The Beforetime,Out-of-Towners Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/107044345/after-the-beforetime,1.5,-1,Trad,5.8 PG13,4,411,31.9436,-109.97141
Close To The Edge,Out-of-Towners Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106085548/close-to-the-edge,1.7,-1,Trad,5.8+ PG13,3,400,31.9436,-109.97141
El Cautivo,Out-of-Towners Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106646827/el-cautivo,2.7,-1,Sport,5.9,4,400,31.9436,-109.97141
Matt's Line (AKA: Left Of El Cautivo),Out-of-Towners Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106085543/matts-line-aka-left-of-el-cautivo,2.8,-1,Sport,5.9,3,420,31.9436,-109.97141
The Out-of-Towners,Out-of-Towners Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106973000/the-out-of-towners,3.1,-1,"Trad, Sport",5.1,3,500,31.9436,-109.97141
Aribas Ameobas,Out-of-Towners Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106085763/aribas-ameobas,3.4,-1,"Trad, Sport",5.10+,4,400,31.9436,-109.97141
Town Without City,Out-of-Towners Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/107547350/town-without-city,2.8,-1,Sport,5.10+,4,400,31.9436,-109.97141
Motocross,Out-of-Towners Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/120075572/motocross,3,-1,Sport,5.11,1,155,31.9436,-109.97141
Camper's Delight,Vineyard Cove > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106153268/campers-delight,2,-1,"Trad, Sport, TR",5.3,1,70,31.93884,-109.96227
Jacob's Ladder,Vineyard Cove > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106153253/jacobs-ladder,2.1,-1,"Sport, TR",5.7,1,50,31.93884,-109.96227
Midnight Oil,Vineyard Cove > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106153257/midnight-oil,2,-1,TR,5.7,1,40,31.93884,-109.96227
Gizunghas,Vineyard Cove > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106286148/gizunghas,1.8,-1,Sport,5.9,1,50,31.93884,-109.96227
Di-vine Connection,Vineyard Cove > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106153243/di-vine-connection,1.8,-1,TR,5.10a,1,45,31.93884,-109.96227
Di-vine Inspiration,Vineyard Cove > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106248817/di-vine-inspiration,2.6,-1,Sport,5.10d PG13,1,45,31.93884,-109.96227
Inner Passage (aka Interiors),Rockfellow Dome > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/105794079/inner-passage-aka-interiors,3.5,-1,Trad,5.5,1,500,31.92692,-109.97782
Good Zzzzzs,Rockfellow Dome > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106143178/good-zzzzzs,1,-1,Trad,5.8,3,300,31.92692,-109.97782
The Labyrinth,Rockfellow Dome > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/107052088/the-labyrinth,2.8,-1,Trad,5.9,5,,31.92692,-109.97782
Abracadaver,Rockfellow Dome > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/105794076/abracadaver,3.9,-1,Trad,5.11a,6,500,31.92692,-109.97782
Sensory Desuetude,Rockfellow Dome > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106679960/sensory-desuetude,3.2,-1,Trad,5.11a R,4,550,31.92692,-109.97782
"The Long, Strange Trip",Rockfellow Dome > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/108591020/the-long-strange-trip,3,-1,"Trad, Sport",5.11-,6,500,31.92692,-109.97782
Lumpy Unmentionables,Rockfellow Dome > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/105958623/lumpy-unmentionables,3.5,-1,Trad,5.11- X,2,300,31.92692,-109.97782
Unknown (NE Face),Rockfellow Dome > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/109546544/unknown-ne-face,3,-1,Trad,5.11,5,450,31.92692,-109.97782
Bouncin' Around the Room,Rockfellow Dome > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/116713140/bouncin-around-the-room,3,-1,Trad,5.11+,6,400,31.92692,-109.97782
Sound of One Hand Thrashing,Rockfellow Dome > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106679926/sound-of-one-hand-thrashing,3.9,-1,Trad,5.11c/d R,5,550,31.92692,-109.97782
Unknown,Rockfellow Dome > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106950718/unknown,2.7,-1,Sport,5.12-,6,500,31.92692,-109.97782
Jabberwocky,Rockfellow Dome > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106568201/jabberwocky,3.6,-1,"Trad, Sport",5.12b R,4,600,31.92692,-109.97782
Standard Bagel,Bastion Towers > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/118249364/standard-bagel,2,-1,Trad,5.9,3,200,31.92656,-109.97723
Forest Lawn,Bastion Towers > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/105842218/forest-lawn,3.7,-1,Trad,5.9+,3,300,31.92656,-109.97723
20 Little Black Dogs,Bastion Towers > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/118293956/20-little-black-dogs,2,-1,Trad,5.9+,3,350,31.92656,-109.97723
Pair a Grins,Bastion Towers > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106363874/pair-a-grins,3,-1,"Trad, Sport",5.10c,1,150,31.92656,-109.97723
Chalkdust Torture,Bastion Towers > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/116542621/chalkdust-torture,3,-1,Trad,5.11-,3,325,31.92656,-109.97723
The Maw,Bastion Towers > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/116361752/the-maw,3.1,-1,Trad,5.11+,3,250,31.92656,-109.97723
The Decline of Western Civilization,Bastion Towers > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/118702297/the-decline-of-western-civilization,2.8,-1,Sport,5.12-,3,250,31.92656,-109.97723
Poetry in Motion,End Pinnacle > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/105958606/poetry-in-motion,3.1,-1,Trad,5.10- R,3,485,31.92707,-109.97864
Endgame,End Pinnacle > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/105901424/endgame,3.7,-1,Trad,5.10a/b,5,600,31.92707,-109.97864
Days of Future Passed,End Pinnacle > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/105794293/days-of-future-passed,3.5,-1,Trad,5.10b PG13,4,400,31.92707,-109.97864
Son of Gums,End Pinnacle > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/107447697/son-of-gums,2.8,-1,Trad,5.1,3,,31.92707,-109.97864
Welcome to the Machine,End Pinnacle > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/105901913/welcome-to-the-machine,3.1,-1,"Trad, Sport",5.10c,5,400,31.92707,-109.97864
Cap'm Pissgums,End Pinnacle > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/105958586/capm-pissgums,2.9,-1,Trad,5.11-,6,400,31.92707,-109.97864
Unknown (L of Endgame) (AKA All's Well That Ends Well),End Pinnacle > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106395387/unknown-l-of-endgame-aka-alls-well-that-ends-well,3.3,-1,Sport,5.11-,5,580,31.92707,-109.97864
Magnus Veritas,End Pinnacle > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/107856414/magnus-veritas,1.8,-1,"Trad, Sport",5.11,3,300,31.92707,-109.97864
The Way the World Ends,End Pinnacle > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/120200046/the-way-the-world-ends,3,-1,Trad,5.11,6,550,31.92707,-109.97864
Uncarved Block,End Pinnacle > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/107822984/uncarved-block,3,-1,Trad,5.11b/c R,5,480,31.92707,-109.97864
Great Gig in the Sky,End Pinnacle > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/111495234/great-gig-in-the-sky,3.5,-1,Trad,5.11c R,3,400,31.92707,-109.97864
"Be All, End All",End Pinnacle > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/108363001/be-all-end-all,3.1,-1,Trad,5.11+,5,550,31.92707,-109.97864
Jimmywacky,End Pinnacle > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106308729/jimmywacky,3.1,-1,"Trad, Sport",5.11d,2,300,31.92707,-109.97864
Devoid,SE Face > Chey Desa Tsay > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/109431279/devoid,3.6,-1,Trad,5.10 X,3,370,31.92708,-109.97767
Wind Madness,SW Face > Chey Desa Tsay > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/119554278/wind-madness,2.2,-1,Trad,5.11-,5,450,31.92606,-109.97853
Book of Andy,Hawk Pinnacle > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/116542561/book-of-andy,2.3,-1,Trad,5.1,1,200,31.92569,-109.97651
Good Fellas,Hawk Pinnacle > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/118701208/good-fellas,3.2,-1,Trad,5.10+,1,60,31.92569,-109.97651
Trail of my fears,Buzzards roost > Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/118169838/trail-of-my-fears,2,-1,Trad,5.9,2,,31.92529,-109.97723
Dominatrix Without Mercy,Dominatrix Crack Boulder > Cochise Trail Boulders > Cochise Campground Vicinity Boulders > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106451062/dominatrix-without-mercy,2.5,-1,"Trad, TR",5.11d,1,25,31.91883,-109.96462
Poncho and Lefty,Poncho and Lefty > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/106718386/poncho-and-lefty,2,-1,Sport,5.7,1,80,31.93788,-109.96331
The Big Sleep,Entrance Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/108040126/the-big-sleep,2,-1,Trad,5.9,4,,31.94653,-109.96833
Crack Man,Entrance Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/116246105/crack-man,3,-1,Trad,5.1,1,120,31.94653,-109.96833
Full Circle,Entrance Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/107062169/full-circle,2.9,-1,"Trad, Sport",5.10c PG13,4,550,31.94653,-109.96833
Falconlore,Entrance Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/108585914/falconlore,2.5,-1,Trad,5.10d,4,550,31.94653,-109.96833
Iron Man,Exit Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/111246209/iron-man,2.2,-1,Trad,5.8,2,300,31.94577,-109.96802
The Big Chill,Exit Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/114256884/the-big-chill,1,-1,Trad,5.8,2,200,31.94577,-109.96802
Sole Man,Exit Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/111269190/sole-man,2,-1,Trad,5.9,3,400,31.94577,-109.96802
Ladies Man,Exit Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/111269164/ladies-man,2,-1,Sport,5.10c,2,300,31.94577,-109.96802
Tsefnaeb,"Worm Dome, Tsef Naeb, and Murray Canyon > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/120300984/tsefnaeb,2,-1,Trad,5.9,1,100,31.93912,-109.97021
Chokonen,"Worm Dome, Tsef Naeb, and Murray Canyon > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/107919774/chokonen,2,-1,Sport,5.1,1,80,31.93912,-109.97021
Mangas Coloradas,"Worm Dome, Tsef Naeb, and Murray Canyon > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/107919781/mangas-coloradas,2,-1,Sport,5.11,1,80,31.93912,-109.97021
Walking the Dog,The Cracks in the Park > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/111246666/walking-the-dog,2.3,-1,Trad,5.7 PG13,1,200,31.93912,-109.97021
Cat in the Tree,The Cracks in the Park > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/111269025/cat-in-the-tree,2.3,-1,Trad,5.7 PG13,1,200,31.93912,-109.97021
Kicking the Cat,The Cracks in the Park > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/111269138/kicking-the-cat,2,-1,Trad,5.8 PG13,1,200,31.93912,-109.97021
Par Course,The Cracks in the Park > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/111269155/par-course,2.5,-1,Trad,5.9,1,65,31.93912,-109.97021
South Face (unknown),Spire North of Rockfellow Group > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/111409880/south-face-unknown,2,-1,Trad,5.10a,1,105,31.92785,-109.97888
Oh yee,"Behind Stronghold dome ""Big Chief"" > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona",https://www.mountainproject.com/route/111457030/oh-yee,3,-1,Trad,5.10a,3,200,31.93143,-109.97234
The Vortex,Vortex Tower > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/118074134/the-vortex,2,-1,Trad,5.1,4,320,31.92841,-109.97991
DNF (Direct North Face aka Does Not Finish),Vortex Tower > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/118668867/dnf-direct-north-face-aka-does-not-finish,2,-1,Trad,5.10c/d,3,200,31.92841,-109.97991
Beckey Route,Vortex Tower > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/112431667/beckey-route,3,-1,"Trad, Aid",5.11a A0,3,200,31.92841,-109.97991
The Dude Abides,Lebowski Wall > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/113936772/the-dude-abides,2.7,-1,Sport,5.8,2,160,31.9438,-109.9632
The Big Lebowski,Lebowski Wall > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/113936737/the-big-lebowski,2.5,-1,Sport,5.9,3,220,31.9438,-109.9632
Nobody F**** With the Jesus,Lebowski Wall > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/118908359/nobody-f-with-the-jesus,2.5,-1,Sport,5.10a,2,160,31.9438,-109.9632
You're Out of Your Element,Lebowski Wall > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/113936792/youre-out-of-your-element,2.8,-1,Sport,5.10+,1,70,31.9438,-109.9632
This Aggression Will Not Stand,Lebowski Wall > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/117814764/this-aggression-will-not-stand,2.5,-1,Sport,5.10+,2,165,31.9438,-109.9632
We Believe in Nothing,Lebowski Wall > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/118317125/we-believe-in-nothing,3.3,-1,Sport,5.11+,1,70,31.9438,-109.9632
You're Entering A World of Pain,Lebowski Wall > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/113936831/youre-entering-a-world-of-pain,3.4,-1,Sport,5.12-,1,75,31.9438,-109.9632
I'm Throwing Rocks Tonight,Lebowski Wall > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/118333372/im-throwing-rocks-tonight,2,-1,Sport,5.12 R,1,70,31.9438,-109.9632
Sardine Direct,Hurt Butt Buttress > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/116362908/sardine-direct,3,-1,Trad,5.10a,1,100,31.93583,-109.98018
Dope Fiend’s Dike to Pacifico crack,Hurt Butt Buttress > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/116362809/dope-fiends-dike-to-pacifico-crack,3,-1,Trad,5.10a/b,3,250,31.93583,-109.98018
Hurt Butt fingers,Hurt Butt Buttress > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/116123488/hurt-butt-fingers,3,-1,"Trad, Aid",5.10+ A0,8,800,31.93583,-109.98018
Original Occupants,Cochise Klettergarten > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/116384324/original-occupants,1.5,-1,Trad,5.10b R,1,55,31.92928,-109.96971
Tears in the Garden,Cochise Klettergarten > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/116384286/tears-in-the-garden,2.3,-1,Sport,5.12b,1,45,31.92928,-109.96971
Full Apache,Cochise Klettergarten > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/116384273/full-apache,2,-1,Sport,5.13b,1,45,31.92928,-109.96971
Heartworn Highways,36th Chamber of Shaolin > Klettergarten > East Stronghold Bouldering > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/119928343/heartworn-highways,4,-1,"TR, Boulder",5.9 V1-2 R,-2,30,31.92631,-109.96931
First Amendment Rights (slightly sideways),Out-of-Uppers Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/119640100/first-amendment-rights-slightly-sideways,4,-1,Trad,5.10 R,5,560,31.94485,-109.9706
(It doesn't matter they'll change it anyways),Out-of-Uppers Dome > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/119654615/it-doesnt-matter-theyll-change-it-anyways,3,-1,Trad,5.11-,4,460,31.94485,-109.9706
He’s Making It Up,Chalkboard Dome > Lost Canyon Area > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/119820896/hes-making-it-up,2,-1,Trad,5.7,1,80,31.92384,-109.97336
Call Of The Wild,Chalkboard Dome > Lost Canyon Area > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/119821072/call-of-the-wild,2,-1,Sport,5.8,1,120,31.92384,-109.97336
Lance Armstrong Walked On The Moon,Chalkboard Dome > Lost Canyon Area > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/119820951/lance-armstrong-walked-on-the-moon,2,-1,Trad,5.8,1,100,31.92384,-109.97336
The Road Not Taken,Chalkboard Dome > Lost Canyon Area > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/119821017/the-road-not-taken,2,-1,Trad,5.8,1,130,31.92384,-109.97336
Tears For Cholla,Cholla’s Dome > Lost Canyon Area > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/119821119/tears-for-cholla,3,-1,Sport,5.8+,2,200,31.92326,-109.97463
unknown mixed,Cochise County Roofing > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/120097407/unknown-mixed,3,-1,Trad,5.10-,1,70,31.95317,-109.9618
The Peep Show,Cochise County Roofing > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/120097452/the-peep-show,3,-1,Trad,5.1,1,70,31.95317,-109.9618
Hail Storm,Cochise County Roofing > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/120097506/hail-storm,2.5,-1,Trad,5.10+,1,70,31.95317,-109.9618
Let It Rain,Cochise County Roofing > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/120097607/let-it-rain,3.5,-1,Trad,5.11+,1,70,31.95317,-109.9618
Raiders Reef,The Gator Hater > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/120219964/raiders-reef,4,-1,Trad,5.8- PG13,1,200,31.95572,-109.96058
Back Door Man,The Gator Hater > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/120220055/back-door-man,4,-1,Trad,5.10+,1,100,31.95572,-109.96058
Free-On,The Swamp Cooler > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/120335087/free-on,3,-1,Trad,5.10- PG13,3,350,31.94469,-109.96379
Airy Conditioner,The Swamp Cooler > East Stronghold > Cochise Stronghold > Southern Arizona > Arizona,https://www.mountainproject.com/route/120366851/airy-conditioner,3,-1,Trad,5.11 PG13,3,350,31.94469,-109.96379
Cathedral Tower,Cathedral Rock > Chiricahua Mountains > Southern Arizona > Arizona,https://www.mountainproject.com/route/118181528/cathedral-tower,-1,-1,Trad,5.10 PG13,7,800,31.89024,-109.16031
